twitterID,text,retweet_count,favorite_count,created_at,location,source
Kathleen McCraw,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 20:23:09,Valley of the Sun,Twitter for iPad
Chris Murray,RT @lucasvanmilders: This project by @ggreenwald is simply amazing! https://t.co/LsX6vEqpTJ,36,0,2017-08-04 20:23:07,"Dublin City, Ireland",Twitter Lite
Will Strud,Germany's latest challenge to Tesla https://t.co/BTRfbUevzM,0,0,2017-08-04 20:23:07,Chichester UK,dlvr.it
Cindyta,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—YNWA
https://t.co/mhkimjJodM
https://t.co/vk8X2GvhXF

—""Come Back Home""
https://t.co/OjU3WGhe3V
htt…",44,0,2017-08-04 20:21:39,"Lima, Peru",Twitter for Android
Berday1701|NTIC|ERP,7 tips for listening to Spotify on Google Home - CNET: Two great tastes that sound great… https://t.co/6ef8ims3ND,0,0,2017-08-04 20:21:39,"Fr_SEO, 360°,game 3DS Adwords",Google
Drone Stories,The Secret Service will test a new drone as a security measure at one of Trump's golf clubs https://t.co/UDF2hST8eJ,1,0,2017-08-04 20:20:17,Circling your location,SocialFlow
DietHealthNutrition,At Home: Gardening makes a healthier you https://t.co/mS5jg8mxCl #health #diet #nutrition #fitness,0,0,2017-08-04 20:20:12,,IFTTT
Dave Trader,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:19:49,"Detroit, MI",RoundTeam
online biz,7 tips for listening to Spotify like a pro on Google Home https://t.co/5s3zL7FPun https://t.co/2NFx3UUcjd,0,0,2017-08-04 20:19:33,,IFTTT
YoongixSuga,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—""Come Back Home""
https://t.co/OjU3WGhe3V
https://t.co/yqadLsyWql

—YNWA
https://t.co/mhkimjJodM
htt…",66,0,2017-08-04 20:19:24,,Twitter for Android
Customised,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:19:17,"Norwich, England",Twitter for iPhone
ArkangelScrap,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:17:47,France,Twitter Web Client
Nuclear News,Al Gore's Residence Burns Through 21 Times More Electricity than the Average American Home ... https://t.co/ow5oQrRL6D,0,0,2017-08-04 20:17:37,,IFTTT
Richard Ma,RT @PatrickFrench7: Sexual Health in Meltdown after Government cuts and huge rise in demand @BASHH_UK @FSRH_UK @NAT_AIDS_Trust @THTorguk ht…,19,0,2017-08-04 20:17:32,London,Twitter for Android
The Pedestrian Party,Limerick motorists urged to take extra care on roads this bank holiday weekend https://t.co/yxEwXNJdxv,0,0,2017-08-04 20:17:04,The Streets,dlvr.it
AbdelRahman Hassan,7 tips for listening to Spotify like a pro on Google Home https://t.co/AR2wettOhx https://t.co/cfKeeaXl3n,0,0,2017-08-04 20:16:35,Egypt,IFTTT
Taste Like Love,Updated Daily Health Articles: https://t.co/5B2sgpy8ze #HealthNews #FitnessTrending Nursing home with most sex ... https://t.co/RgkSRsELYL,0,0,2017-08-04 20:16:29,"Charlotte, NC",Hootsuite
Technology Coaching,Tips for you #tech #tips #howto 7 tips for listening to Spotify on Google Home - CNET https://t.co/20W1PkklF7,0,0,2017-08-04 20:16:21,,Hootsuite
Baedrian™️,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:16:19,"East Los Angeles, CA",Twitter for Android
Best Seller Books,Updated Daily Health Articles: https://t.co/eBVcNIoP36 #HealthNews #FitnessTrending Nursing home with most sex ... https://t.co/HvwciiqN05,0,0,2017-08-04 20:16:07,"North Carolina, USA",Hootsuite
Amardeep Singh,RT @PatrickFrench7: Sexual Health in Meltdown after Government cuts and huge rise in demand @BASHH_UK @FSRH_UK @NAT_AIDS_Trust @THTorguk ht…,19,0,2017-08-04 20:15:50,"West Bromwich, England",Twitter for iPhone
12 [ THAILAND ],"""Historic family home takes on life as museum"" https://t.co/xouUroezcz",0,0,2017-08-04 20:15:40,"นครศรีธรรมราช, ประเทศไทย",IFTTT
MSD Tech News,7 tips for listening to Spotify like a pro on Google Home https://t.co/3N5HdLgDhx https://t.co/AoIJ9GrL9f,0,0,2017-08-04 20:15:36,"Fareham, Hampshire",IFTTT
Computer Hardware,Updated Daily Health Articles: https://t.co/lHEnatccMK #HealthNews #FitnessTrending Nursing home with most sex ... https://t.co/dr7mz77Yde,0,0,2017-08-04 20:15:27,"Charlotte, NC",Hootsuite
gap intelligence,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:15:22,"San Diego, CA",Twitter Web Client
Daisy Rodriguez,RT @CNET: 7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,0,2017-08-04 20:15:15,"New York, USA ",Twitter for iPhone
CNET,7 tips for listening to Spotify like a pro on Google Home https://t.co/MDgtuIueUz https://t.co/Kj09JSkcJB,11,14,2017-08-04 20:15:02,San Francisco,Sprinklr
Max Penkethman,RT @Bhoyvince: It's being looked at I  Scotland with a pot of free sanitary for women https://t.co/NckZsbdauc https://t.co/zV9hQD7z9d,2,0,2017-08-04 20:14:41,Earth.,Twitter for Android
MattRX  🇺🇸🏳️‍🌈,"@madebygoogle Can't be handled in tweets. Today's problems with Google Assistant, Home... Your India-based support… https://t.co/653UBbZS8j",0,0,2017-08-04 20:13:23,"Atlanta, GA",Twitter for Android
Edeline Jones,sex videos from home sexgirl with girlon google https://t.co/o8w6XftFyu,0,0,2017-08-04 20:13:08,,Twitter Web Client
Louis TechSam,"@Benmehdi64 @TheiCollection JB ou Google Home ?
😆",0,1,2017-08-04 20:12:29,"Toulouse, France",Twitter for Android
H,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 20:12:22,,Twitter for iPhone
"Marvin Skinner, MBA","RT @AIIAmericanGirI: Report: Al Gore's Home Burns 34 Times More Electricity Than Average U.S. Household @BreitbartNews
https://t.co/h3Qf0Kh…",175,0,2017-08-04 20:12:15,"Virginia, USA",Twitter for Android
ㅤ,"RT @IThings4: LED Strip Lights made easy ! ready for Alexa, Amazon Echo Dot, Google Home, IFTTT by DLIGHT4 LED https://t.co/jMpNQkJzio",1051,0,2017-08-04 20:11:57,"Wilmington, Los Angeles",Gleam Competition App
"Jim Flynn, Ed. D.",RT @mrsschlosser: I'm excited about running my library worker program through my Google Site. Library workers=SPIRIT Leaders  https://t.co/…,1,0,2017-08-04 20:11:41,"Franklin, KY",Twitter for iPhone
Audrey,Sen. Ted Cruz Visits Texas-Based Skeeter Boats https://t.co/0K7I31NhQ9,0,0,2017-08-04 20:11:15,,IFTTT
Barry O'Donnell,"Ellipticals Machines for Home Use Gaining Momentum, Reports Technavio https://t.co/8aWUxAXgaR",0,0,2017-08-04 20:11:12,"Orange, Australia",SocialOomph
Harry Barnes,Medieval Irish castle is glioblastoma patient's gift to others https://t.co/CsGyRL8Yuo #braintumorawareness #braintumor #cancer,0,0,2017-08-04 20:11:09,,IFTTT
Mr. BS 🍻,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 20:10:51,"Georgetown, State of Jefferson",Twitter for iPhone
Cris Rhodes,"Today's goal was to finish my #ChYALit syllabus...and I ended up making a website too. #oops
If anyone's interested: https://t.co/0EUMTGTolE",0,4,2017-08-04 20:09:53,"Texas, USA",Twitter Web Client
John Ettorre,RT @CrainRltywriter: A huge potential development site in Cleveland's Flats has changed hands. https://t.co/q7UtlkMJ3U   https://t.co/IldVl…,1,0,2017-08-04 20:08:02,"Cleveland, Ohio",Twitter Web Client
Lauren McBride,Find out what’s making me less of a hot mess mom on the blog with @Google! https://t.co/f7cqx1obLP #GoogleHome… https://t.co/cQkw9lm05L,0,0,2017-08-04 20:07:11,Connecticut,Meet Edgar
Gold Leaf PH Inc,Creating the Ultimate Guest Room: How to Make Guests Feel Right at Home https://t.co/jBUoRRBWOJ https://t.co/gnK0UkIv7B,0,0,2017-08-04 20:06:06,"Alexandria, VA",engage121
CINDY PIGG,"Olive Garden: Buy 1 Entree, Take 1 Home FREE is Back **2 Entrees for $12.99** via SwagGrabber - ... https://t.co/4ydU4rWlwX",0,0,2017-08-04 20:05:57,"Myrtle Beach, SC",FeedBlitz
Valerie Moyer,"Olive Garden: Buy 1 Entree, Take 1 Home FREE is Back **2 Entrees for $12.99** via SwagGrabber - ... https://t.co/ljh7NLpcPJ",0,0,2017-08-04 20:05:20,Philadelphia PA,FeedBlitz
Alicia,"Olive Garden: Buy 1 Entree, Take 1 Home FREE is Back **2 Entrees for $12.99** via SwagGrabber - ... https://t.co/Cvt8MguhHj",0,0,2017-08-04 20:05:11,,FeedBlitz
Virtual Showroom,Create U signature #design with #VirtualDecor #furniture Apple: https://t.co/M3Twuqt50u Android: https://t.co/FAyJHYdVF2,0,0,2017-08-04 20:05:09,"California, USA",Hootsuite
Sally Cummins-Ceiga,"Olive Garden: Buy 1 Entree, Take 1 Home FREE is Back **2 Entrees for $12.99** via SwagGrabber - ... https://t.co/sWfx0lB46u",0,0,2017-08-04 20:05:03,somewhere in the corn fields,FeedBlitz
Nanotechnology Bee,"Nanotechnology Enabled Coatings for Aircraft Market - Forecasts, Segmentation, and Oppo.. #NanoTechnology #bhive https://t.co/bwCr8zLake",0,0,2017-08-04 20:04:35,"Alabama, USA",SocialOomph
SUGIMURA & Partners,SIGGRAPH 2017 Concludes in Los Angeles with Strong Attendance: Conference Honors ... https://t.co/omcZ9RxAwg https://t.co/zfM8BhEcKR,0,0,2017-08-04 20:04:23,Tokyo,IFTTT
JoseWorks,7 tips for listening to Spotify on Google Home     - CNET https://t.co/4PI7IjiPvp,0,0,2017-08-04 20:03:51,"Eastern Shores, Florida, USA",jose_tweeter
Tori Toth,"Google found that people on average spend 55 minutes per visit to real estate apps. That figure is based on 1,000... https://t.co/dmCdW6orVi",0,0,2017-08-04 20:03:28,Worldwide / NYC Metro,Facebook
WC Downtown Nash.,"PICKUP A GROWLER ON THE WAY HOME.
@Clawsonspub - https://t.co/rAu94KqXpi …
Map - https://t.co/XSk2zRVFk7  - https://t.co/j5yPU52w4p",0,0,2017-08-04 20:03:13,Downtown Nashville TN,Gremlin Social
What's Cookin' Nash™,"PICKUP A GROWLER ON THE WAY HOME.
@Clawsonspub - https://t.co/qOsc7cNgWg …
Map - https://t.co/NMkcBsDYZy  - https://t.co/JgdJV9tLwO",0,0,2017-08-04 20:03:12,Nashville TN,Gremlin Social
marching,"#USA #justice?
#court case against #EmoryUniversity (#Atlanta) was dismissed by two Emory-graduated #judges.
#news… https://t.co/sROSC5H55s",0,0,2017-08-04 20:02:40,,Postcron App
Terri Brines,RT @higginsb: Don't miss an AMAZING day of learning...Sign up for 4th Missouri Summit Featuring #GoogleEDU Sat. Oct 14 - St. Louis https://…,2,0,2017-08-04 20:02:30,"Sedalia, MO",Twitter Web Client
soundatventure,7 tips for listening to Spotify on Google Home - CNET - Two great tastes that sound great together. https://t.co/K03eMUrBGF,0,0,2017-08-04 20:02:25,lala land,Hootsuite
remy @ castlevania,@Chromecast i figured it out but u guys need to make a google home chrome extension which would've fixed my issues immediately,0,0,2017-08-04 20:02:13,mailbox on the moon,Twitter for iPhone
Darren Button,"@GoogleUK @Google my home hub seems to be having an off day, not answering correctly. https://t.co/ACWowO4IUO",0,0,2017-08-04 20:02:02,Isle of Wight,Twitter for Android
Sex Adult Toys,Updated Daily Health Articles: https://t.co/SlwCBNTkGr #HealthNews #FitnessTrending Nursing home with most sex ... https://t.co/NNHRqYnuzW,0,0,2017-08-04 20:01:53,"North Carolina, USA",Hootsuite
Michael Mackey,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 20:01:47,"Texas, USA",Twitter for iPhone
EGC Electric,7 tips for listening to Spotify on Google Home     - CNET https://t.co/n95LEqZDmN,0,0,2017-08-04 20:01:04,"Greenwich, CT",IFTTT
satyajeetdc,RT @365newsin: @IndianExpress 👇🏻article on Hasan Ali. @dir_ed shud investigate #panamagate 👇🏻👇🏻. @CPMumbaiPolice @narendramodi https://t.co…,2,0,2017-08-04 20:01:03,"Lucknow, India",Twitter for Android
OmtÖcknad Swede,IKEA Launches Home Solar Battery to Take on Tesla - A competitor to Tesla's now-available Powerwall home batter... https://t.co/MgCmmVA5ev,0,0,2017-08-04 20:00:44,Worldwide,Hootsuite
Jordan Fleuriet,@googlephotos just welcomed home our second baby. Google Photos is autotagging baby #2 as baby #1. Need fix. New photo album sharing is 💯.,0,0,2017-08-04 20:00:22,,Twitter Web Client
Gentleman's Journal,From Amazon Echo to Google Home: which smart speaker should you be buying? https://t.co/w476qfNItJ https://t.co/kLx0qpYV4J,1,0,2017-08-04 20:00:12,"London, England",CoSchedule
lαđα wαnźenbαcħ.,"RT @BTS_Billboard: Buy/Gift @BTS_twt:

—""Come Back Home""
https://t.co/OjU3WGhe3V
https://t.co/yqadLsyWql

—YNWA
https://t.co/mhkimjJodM
htt…",66,0,2017-08-04 19:59:48,"Moscow, Russia",Twitter for Android
Diane Anderson,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 19:58:59,,Twitter for iPhone
Michaël BONNET,I liked a @YouTube video https://t.co/6FEBrU6UkI Test Google Home : est-il vraiment utile ?,0,0,2017-08-04 19:58:30,France,Google
Faith Darling,So much fun mini-golfing with @bullisschool MakerStudio camp! Check out our week at https://t.co/KTxs3H3nTl… https://t.co/mvod5vRkTj,0,1,2017-08-04 19:57:56,"Silver Spring, MD",Twitter Web Client
Osayi George,7 tips for listening to Spotify on Google Home - CNET: Two great tastes that sound great together.… https://t.co/sL1qeqFCz6,0,0,2017-08-04 19:57:50,"Lagos, Nigeria",dlvr.it
Micah Coleman,RT @GospelMusic247: The Davis Sisters - I Believe I'll Go Back Home  #playingnow #GospelMusic #Christian #Praise https://t.co/8aw368vRmD,1,0,2017-08-04 19:57:27,philly,Twitter Web Client
Holly Y,"@ITHINGS4 launchs the best #LED Strip w/ Alexa, Google Home &amp; IFTTT =&gt; #DLIGHT4 campaign starts soon on #kickstarter https://t.co/iWHVUSBOOt",0,0,2017-08-04 19:57:13,"Napa, CA",Gleam Competition App
Holly Y,"look this easy to install #LED Strip #Alexa #Google Home &amp; #IFTTT , #DLIGHT4 campaign soon to launch on #kickstarter https://t.co/iWHVUSBOOt",0,0,2017-08-04 19:57:12,"Napa, CA",Gleam Competition App
Gay News 365,This Pickering Couple's Home Was Hit With Anti-Gay Graffiti Telling Them To Move https://t.co/b2o4XHCcCW #GAY #NEWS #GLBT,0,0,2017-08-04 19:56:22,"Philadelphia, PA",IFTTT
AZ Dry Guys,RT https://t.co/I3KxayQtaY Elite Restoration can get your home back in shape after a water emergency. https://t.co/Vzlw1WRg4T #ETIWDR #wa…,0,0,2017-08-04 19:56:19,"Mesa, AZ",IFTTT
JoeyGow,I liked a @YouTube video https://t.co/pe9Bk93NzR (REVENGE ON GOOGLE) DO NOT MAKE GOOGLE HOME VOODOO DOLL AT 3:00 AM *THIS IS WHY*,0,0,2017-08-04 19:55:52,"Federal Way, WA",Google
Patrick French,Sexual Health in Meltdown after Government cuts and huge rise in demand @BASHH_UK @FSRH_UK @NAT_AIDS_Trust @THTorguk https://t.co/k8Q53TmlJk,19,4,2017-08-04 19:54:51,,Twitter for iPhone
Bread for the World,Do you have a plan to talk to your member of Congress about hunger and poverty while they are home this month? https://t.co/ACWbAYeXYD,1,1,2017-08-04 19:54:30,"Washington, DC",Twitter for iPhone
Allison Bogart,RT @Jentechnology: Are you inspired from #WestSideKern17 training? Then present at #kerncue17 https://t.co/Y6CnB4oUB0   on Oct 21 https://t…,3,0,2017-08-04 19:54:29,,Twitter for iPhone
Graziano casu,"RT @GoogleUK: Introducing Google Home. It's your own Google, always ready to help. For £129 RRP. https://t.co/tU1VI2Q9n0",392,0,2017-08-04 19:53:22,"Sardegna, Italia",Twitter Web Client
Pop Music Feed,"Luis Fonsi, Daddy Yankee &amp; Justin Bieber's “Despacito” Celebrates 11th Week At #1 In UK: https://t.co/DDe8wjhTDn",0,0,2017-08-04 19:53:10,,IFTTT
Mary Beth Schlosser,I'm excited about running my library worker program through my Google Site. Library workers=SPIRIT Leaders  https://t.co/v6AYveKs5w,1,3,2017-08-04 19:51:42,,Twitter Web Client
Ed Campos Jr,RT @Jentechnology: Are you inspired from #WestSideKern17 training? Then present at #kerncue17 https://t.co/Y6CnB4oUB0   on Oct 21 https://t…,3,0,2017-08-04 19:50:48,"Tulare, CA",Twitter for iPhone
tcolling,"""In addition, websites with increased page speed are more likely to get a higher ranking, in comparison...""… https://t.co/h3xaTl6Igz",0,0,2017-08-04 19:50:46,San Diego County,Missinglettr
365news,@IndianExpress 👇🏻article on Hasan Ali. @dir_ed shud investigate #panamagate 👇🏻👇🏻. @CPMumbaiPolice @narendramodi… https://t.co/qrHC4dcyzL,2,1,2017-08-04 19:50:39,,Twitter for iPhone
WJR 760am,Do you have any home footage from the 60's from here in Detroit? Lydia Tenaglia them for a new documentary  https://t.co/I3f2I0y04q,0,0,2017-08-04 19:49:50,"Detroit, Michigan, USA",Twitter Web Client
KiteSurfer Life,SPIRITUAL HIGHLIGHTS: Message looks at serving God https://t.co/bx3mobXOHv,0,0,2017-08-04 19:49:37,USA ,IFTTT
Greg Marino,#wsdvt #vted Check out the latest WCS Renovation posts here: https://t.co/18CEZtNaH4,1,2,2017-08-04 19:49:32,"Williston, VT",Twitter Web Client
Joseph Gozlan,Former Sunnyvale mobile home park to become 108-unit housing project #mobiledev https://t.co/ykzZtTLJiC,0,0,2017-08-04 19:49:13,"Texas, USA",IFTTT
Still Yes,RT @Bhoyvince: It's being looked at I  Scotland with a pot of free sanitary for women https://t.co/NckZsbdauc https://t.co/zV9hQD7z9d,2,0,2017-08-04 19:48:41,"Scotland, United Kingdom",Still Yes
Google update,7 tips for listening to Spotify on Google Home - CNET https://t.co/G32oNd6ePX,0,0,2017-08-04 19:48:05,,dlvr.it
Socialboil,Know The Secret to US$10K A Month Online Click: https://t.co/h1CKn0LXdg 7 tips for listening to Spotify on Googl...… https://t.co/xNLmxHjfj4,0,0,2017-08-04 19:48:03,Estados Unidos,Twibble.io
Julie Ellis,RT @VShowrooms: Create U home style w #homedecor #findings #furniture Apple: https://t.co/M3Twuqt50u Android: https://t.co/FAyJHYdVF2,1,0,2017-08-04 19:47:45,"Richmond, VA",RoundTeam
Carlos R. Munoz,Some of the first ratings of @SiestaKey #MTV said the numbers are “not awful” https://t.co/tWdUTYcONR,0,0,2017-08-04 19:47:01,N 43°48' 0'' / W 89°28' 0'',Twitter for iPhone
Mike Brosnahan,"RT @AIIAmericanGirI: Navy Veteran Ordered to Remove American Flag Mailbox from His Home
https://t.co/uuQrNGhw6I",20,0,2017-08-04 19:46:32,,Twitter Web Client
Home Remodel USA,"Cleveland Remodeling Business ""Northeast Ohio Home Renovations"" https://t.co/duxd453pDo",0,0,2017-08-04 19:46:26,USA,Hootsuite
Home Remodel USA,Cleveland Remodeling Business “Northeast Ohio Home Renovations” Expands Their Operations https://t.co/QBKMwYkLUK,0,0,2017-08-04 19:46:26,USA,Hootsuite
Paul Panter,"@madebygoogle hi I do update the devices on Smartthings on my Google home when I click on it , it only says unlink now?",0,0,2017-08-04 19:46:22,England,Twitter for Android
